,Movie Name,Genre,Country,Release Date,Percentage User score,Description,Movie link
2582,Eight Below,"['Adventure', 'Drama', 'Family']",EG,2006-04-26,70,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",https://www.themoviedb.org/movie/9036-eight-below
2583,Boa vs. Python,"['Horror', 'Science Fiction']",US,2004-05-22,47,"After an overly ambitious businessman transports an 80-foot python to the United States, the beast escapes and starts to leave behind a trail of human victims. An FBI agent and a snake specialist come up with a plot to combat the creature by pitting it against a bioengineered, 70-foot boa constrictor. It's two great snakes that snake great together!",https://www.themoviedb.org/movie/36086-boa-vs-python
2584,Bad Boys for Life,"['Thriller', 'Action', 'Crime']",US,2020-01-17,71,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",https://www.themoviedb.org/movie/38700-bad-boys-for-life
2585,Liar Liar,['Comedy'],US,1997-03-21,67,"Fletcher Reed, a fast-talking, habitual liar, divorced father, is an incredibly successful lawyer who has built his career by lying. He is used to giving priority to his job and always breaking promises to be with his young son Max, but Fletcher often lets Max down, by missing his son's birthday party. But even then at 8:15 Max decides to make him an honest man as he wishes for a whole day where his father can't lie. When his son Max blows out the candles on his fifth birthday, he only has one wish - for his father to stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest obstacle",https://www.themoviedb.org/movie/1624-liar-liar
2586,Thelma the Unicorn,"['Animation', 'Fantasy', 'Family']",EG,2024-05-17,71,"Thelma dreams of being a glamorous unicorn. Then in a rare pink and glitter-filled moment of fate, Thelma's wish comes true. She rises to instant international stardom, but at an unexpected cost. After a while, Thelma realizes that she was happier as her ordinary, sparkle-free self. So she ditches her horn, scrubs off her sparkles, and returns home, where her best friend is waiting for her with a hug.",https://www.themoviedb.org/movie/739547-thelma-the-unicorn
2587,Janet Planet,['Drama'],US,2024-06-21,62,"In rural Western Massachusetts, 11-year-old Lacy spends the summer of 1991 at home, enthralled by her own imagination and the attention of her mother, Janet. As the months pass, three visitors enter their orbit, all captivated by Janet.",https://www.themoviedb.org/movie/1037035-janet-planet
2588,The Magnificent Seven,"['Western', 'Action', 'Adventure']",US,1960-10-12,75,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,https://www.themoviedb.org/movie/966-the-magnificent-seven
2589,Volver,"['Comedy', 'Drama', 'Romance']",ES,2006-03-17,75,"While a woman attempts to cover up her daughter's murder and reinvent her life, her sister is visited by their mother, who was thought to have died.",https://www.themoviedb.org/movie/219-volver
2590,Torque,['Action'],EG,2004-04-14,52,"Biker Cary Ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of Trey, leader of the most feared biker gang in the country. Ford is now on the run trying to clear his name from the murder with Trey and his gang looking for his blood.",https://www.themoviedb.org/movie/10718-torque
2591,To the Bone,['Drama'],US,2017-01-22,72,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,https://www.themoviedb.org/movie/401104-to-the-bone
2592,Seeking a Friend for the End of the World,"['Comedy', 'Drama', 'Romance', 'Adventure']",US,2012-06-22,66,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",https://www.themoviedb.org/movie/88005-seeking-a-friend-for-the-end-of-the-world
2593,maboroshi,"['Animation', 'Drama', 'Romance', 'Fantasy']",EG,2024-01-15,74,"A factory explosion plunges a small town into a timeless freeze, leaving teenage Masamune and his pals to grapple with a quickly collapsing reality.",https://www.themoviedb.org/movie/845387
2594,Night of the Hunted,"['Horror', 'Mystery', 'Thriller']",US,2023-10-20,61,"When an unsuspecting woman stops at a remote gas station in the dead of night, she's made the plaything of a sociopath sniper with a secret vendetta. To survive, she must not only dodge his bullets and fight for her life, but also figure out who wants her dead and why.",https://www.themoviedb.org/movie/1160003-night-of-the-hunted
2595,The Remains of the Day,"['Drama', 'Romance']",US,1993-11-19,74,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,https://www.themoviedb.org/movie/1245-the-remains-of-the-day
2596,Wild Eyed and Wicked,"['Horror', 'Fantasy', 'Drama', 'Mystery', 'Thriller']",US,2024-06-11,51,"Lily Pierce is sick of being haunted. She decides to reconnect with her estranged father, a disgraced history professor, and learn how to draw upon a time of steel and blade when armor-clad knights rode out and dueled their monsters to the death.",https://www.themoviedb.org/movie/1197830-wild-eyed-and-wicked
2597,Greedy,['Comedy'],US,1994-03-04,62,Meet the McTeagues. They've come to stake a claim in their wealthy uncle's will… only he's not dead yet!,https://www.themoviedb.org/movie/12778-greedy
2598,At Eternity's Gate,['Drama'],GB,2019-03-29,70,"Famed but tormented artist Vincent van Gogh spends his final years in Arles, France, painting masterworks of the natural world that surrounds him.",https://www.themoviedb.org/movie/491472-at-eternity-s-gate
2599,There Be Dragons,"['War', 'History', 'Drama']",US,2011-05-06,50,"Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.While researching the life of Josemaria Escriva, the controversial founder of Opus Dei, the young journalist Robert uncovers hidden stories of his estranged father Manolo, and is taken on a journey through the dark, terrible secrets of his family’s past.",https://www.themoviedb.org/movie/45054-there-be-dragons
2600,Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,"['Animation', 'Comedy', 'Action', 'Romance']",JP,1991-11-02,72,"When Prince Kirin of the 7 Lucky Gods shows up at the Tendo dojo looking for his bride-to-be, guess who's accidentally holding the scroll that signifies his future mate? Why, Akane, of course, and the rest of the Ranma crew is forced to take a boat to China in order to save her from the horrors of marriage and a diet of pickled vegetables.",https://www.themoviedb.org/movie/37024
2601,Beauty Salon: Special Service,"['Romance', 'Drama']",KR,2016-12-29,63,"A legendary beauty salon that is sure to become a regular once you go!”Sir, would you like to have a very hot service?”In order to overcome the financial difficulties of the beauty parlor,It begins to attract the male guests with the special technique that makes it from head to toe.Kurt, Firm, and ‘it’ to open the hair salon is good!",https://www.themoviedb.org/movie/452251
2602,Voyager,"['Romance', 'Drama']",DE,1991-03-21,62,"Walter Faber has survived a crash with an airplane. His next trip is by ship. On board this ship he meets the enchanting Sabeth and they have a passionate love affair. Together they travel to her home in Greece, but the rational Faber doesn't know what fate has in mind for him for past doings.",https://www.themoviedb.org/movie/10171-homo-faber
2603,You Only Live Twice,"['Action', 'Thriller', 'Adventure']",GB,1967-06-13,66,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,https://www.themoviedb.org/movie/667-you-only-live-twice
2604,Loving Adults,['Thriller'],DK,2022-08-26,62,The thin line between love and hate turns deadly when a wife discovers her husband’s affair — and they both take extreme measures to get what they want.,https://www.themoviedb.org/movie/990691-kaerlighed-for-voksne
2605,Father Figures,['Comedy'],US,2017-12-22,58,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",https://www.themoviedb.org/movie/354861-father-figures
2606,Blue Bayou,['Drama'],CA,2021-09-17,75,"As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",https://www.themoviedb.org/movie/644089-blue-bayou
2607,Colette,"['Drama', 'History']",GB,2019-01-11,69,"After marrying a successful Parisian writer known commonly as Willy, Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after, Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine, sparking a bestseller and a cultural sensation. After its success, Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels.",https://www.themoviedb.org/movie/454652-colette
